nupdates,policy_entropy,explained_variance,fps,value_loss,total_timesteps,ep_reward_mean,ep_len_mean
7400,9.809892654418945,-2.384185791015625e-07,260,65564.9296875,259000,2996.0885888099997,1000.0
7500,9.809192657470703,-0.00010073184967041016,261,3.6066715717315674,262500,2996.0885888099997,1000.0
7600,9.790945053100586,1.2636184692382812e-05,260,69856.1796875,266000,3021.5918742599997,1000.0
7700,9.763068199157715,-5.543231964111328e-05,261,2.6883599758148193,269500,3021.5918742599997,1000.0
7800,9.751421928405762,7.56382942199707e-05,261,74376.9609375,273000,3042.1222332300003,1000.0
7900,9.741425514221191,0.0006746053695678711,262,1.3218156099319458,276500,3042.1222332300003,1000.0
8000,9.71602725982666,-6.556510925292969e-06,261,78998.3671875,280000,3063.3095266,1000.0
8100,9.69078254699707,0.00046938657760620117,262,0.9332432150840759,283500,3063.3095266,1000.0
8200,9.693400382995605,-5.4836273193359375e-05,261,83589.1875,287000,3084.15398311,1000.0
8300,9.713937759399414,0.002480626106262207,262,0.8745912909507751,290500,3084.15398311,1000.0
8400,9.691036224365234,2.586841583251953e-05,261,88161.6953125,294000,3101.7896071499995,1000.0
8500,9.681646347045898,0.0006638765335083008,262,0.3637474775314331,297500,3101.7896071499995,1000.0
8600,9.64065170288086,-4.863739013671875e-05,262,92961.171875,301000,3124.4485251199994,1000.0
8700,9.614567756652832,-0.0027947425842285156,263,0.10405601561069489,304500,3124.4485251199994,1000.0
8800,9.62152099609375,4.374980926513672e-05,262,97933.734375,308000,3141.9987099900004,1000.0
8900,9.601139068603516,-0.0031436681747436523,263,0.06377564370632172,311500,3141.9987099900004,1000.0
9000,9.609298706054688,5.3048133850097656e-05,262,102145.75,315000,3158.517936309999,1000.0
9100,9.619325637817383,0.007245540618896484,263,0.010336151346564293,318500,3158.517936309999,1000.0
9200,9.626697540283203,0.00012439489364624023,263,105038.4609375,322000,3179.7705493799995,1000.0
9300,9.703165054321289,-0.0059545040130615234,263,0.009904203936457634,325500,3179.7705493799995,1000.0
9400,9.78675651550293,-6.830692291259766e-05,263,105610.8359375,329000,3200.1304554099997,1000.0
9500,9.821006774902344,0.006053566932678223,263,0.007363137323409319,332500,3200.1304554099997,1000.0
9600,9.908928871154785,-8.308887481689453e-05,263,106332.8046875,336000,3215.8085430799997,1000.0
9700,9.961310386657715,0.0035219788551330566,263,0.011021635495126247,339500,3215.8085430799997,1000.0
9800,10.052986145019531,0.00015234947204589844,263,106424.7109375,343000,3230.35532289,1000.0
9900,10.108111381530762,0.018482983112335205,264,0.04274344816803932,346500,3230.35532289,1000.0
10000,10.195006370544434,-0.00015091896057128906,263,106606.9765625,350000,3244.3354350900004,1000.0
10100,10.281221389770508,0.0005375146865844727,264,0.043909765779972076,353500,3244.3354350900004,1000.0
10200,10.370450973510742,2.205371856689453e-06,263,106704.046875,357000,3257.4960178499996,1000.0
10300,10.468239784240723,-0.0009915828704833984,264,0.007069944404065609,360500,3257.4960178499996,1000.0
10400,10.588859558105469,-0.00012922286987304688,264,107055.6875,364000,3269.24707003,1000.0
10500,10.69752025604248,0.0013921856880187988,264,0.014128463342785835,367500,3269.24707003,1000.0
10600,10.820133209228516,0.00010722875595092773,264,106893.21875,371000,3279.7551794399997,1000.0
10700,10.910948753356934,0.016471564769744873,264,0.014820000156760216,374500,3279.7551794399997,1000.0
10800,11.059305191040039,5.346536636352539e-05,264,107026.5859375,378000,3288.34325686,1000.0
10900,11.213682174682617,0.004800260066986084,265,0.004684393294155598,381500,3288.34325686,1000.0
11000,11.325519561767578,-7.748603820800781e-05,264,106978.953125,385000,3296.63276336,1000.0
11100,11.435317993164062,-0.017702341079711914,265,0.0029856127221137285,388500,3296.63276336,1000.0
11200,11.581743240356445,-1.2636184692382812e-05,265,107307.3203125,392000,3303.44031777,1000.0
11300,11.700493812561035,0.01033174991607666,265,0.003200142178684473,395500,3303.44031777,1000.0
11400,11.824548721313477,0.00026684999465942383,265,107165.6640625,399000,3309.92538483,1000.0
11500,11.917811393737793,-0.02144443988800049,265,0.0033187000080943108,402500,3309.92538483,1000.0
11600,12.057953834533691,-0.0003014802932739258,265,107170.296875,406000,3314.7962175499993,1000.0
11700,12.199697494506836,0.009544312953948975,265,0.0018635638989508152,409500,3314.7962175499993,1000.0
11800,12.329130172729492,0.0002904534339904785,265,107148.5390625,413000,3319.1266719800005,1000.0
11900,12.41047191619873,0.023066997528076172,266,0.024920295923948288,416500,3319.1266719800005,1000.0
12000,12.526420593261719,-0.00019299983978271484,265,107220.3359375,420000,3322.6514112699997,1000.0
12100,12.653606414794922,-0.0715022087097168,266,0.0014244376216083765,423500,3322.6514112699997,1000.0
12200,12.79052734375,0.00039702653884887695,265,107202.1328125,427000,3324.7180418899998,1000.0
12300,12.896923065185547,0.0167236328125,266,0.0076263598166406155,430500,3324.7180418899998,1000.0
12400,13.009111404418945,0.00019156932830810547,265,106940.6640625,434000,3326.04885155,1000.0
12500,13.170398712158203,-0.06628608703613281,266,0.0020431026350706816,437500,3326.04885155,1000.0
12600,13.315921783447266,-0.00012099742889404297,265,107224.515625,441000,3327.73635118,1000.0
12700,13.425698280334473,-0.047690391540527344,266,0.0037057914305478334,444500,3327.73635118,1000.0
12800,13.540053367614746,-0.0001347064971923828,266,107190.421875,448000,3329.58334022,1000.0
12900,13.664287567138672,-0.08182919025421143,266,0.004557392559945583,451500,3329.58334022,1000.0
13000,13.803728103637695,-0.0014344453811645508,266,107185.09375,455000,3330.3723611999994,1000.0
13100,13.877838134765625,-0.009206414222717285,266,0.007037708535790443,458500,3330.3723611999994,1000.0
13200,13.973628044128418,3.653764724731445e-05,266,106920.3046875,462000,3330.0104499300005,1000.0
13300,14.082680702209473,-0.025136590003967285,266,0.001499819103628397,465500,3330.0104499300005,1000.0
13400,14.196502685546875,-0.00012111663818359375,266,107256.7265625,469000,3330.019905259999,1000.0
13500,14.268317222595215,-0.06699371337890625,267,0.0015564492205157876,472500,3330.019905259999,1000.0
13600,14.392033576965332,-0.0006276369094848633,267,107344.4296875,476000,3330.60684907,1000.0
13700,14.474743843078613,0.0011978745460510254,267,0.14515478909015656,479500,3330.60684907,1000.0
13800,14.570415496826172,0.0001010894775390625,267,107228.2734375,483000,3330.4114523599997,1000.0
13900,14.698410987854004,-0.00497889518737793,267,0.0028538177721202374,486500,3330.4114523599997,1000.0
14000,14.795127868652344,9.047985076904297e-05,267,107198.28125,490000,3330.28681051,1000.0
14100,14.89324951171875,0.054466843605041504,267,0.0010953765595331788,493500,3330.28681051,1000.0
14200,15.045942306518555,0.0005196332931518555,267,107289.703125,497000,3330.3719782099997,1000.0
14300,15.099967002868652,-0.016701340675354004,267,0.02629147283732891,500500,3330.3719782099997,1000.0
14400,15.216960906982422,0.0009483695030212402,267,107360.5546875,504000,3329.92099343,1000.0
14500,15.273704528808594,-0.05389142036437988,267,0.013260922394692898,507500,3329.92099343,1000.0
14600,15.36278247833252,0.0006850957870483398,267,107470.2578125,511000,3329.9149971499996,1000.0
14700,15.467637062072754,-0.005101799964904785,268,0.001351796556264162,514500,3329.9149971499996,1000.0
14800,15.52293872833252,-2.8848648071289062e-05,267,106856.1796875,518000,3329.26894267,1000.0
14900,15.615676879882812,-0.00979316234588623,268,0.02428307756781578,521500,3329.26894267,1000.0
15000,15.742311477661133,-0.0004076957702636719,267,107426.2421875,525000,3329.91572716,1000.0
15100,15.838862419128418,0.07928889989852905,268,0.0018272713059559464,528500,3329.91572716,1000.0
15200,15.909184455871582,0.00037467479705810547,267,107115.7265625,532000,3330.5708481099996,1000.0
15300,15.991943359375,0.013791680335998535,268,0.0029696498531848192,535500,3330.5708481099996,1000.0
15400,16.066070556640625,-0.00019299983978271484,268,107245.546875,539000,3330.82953909,1000.0
15500,16.183609008789062,0.006328999996185303,268,0.7963380813598633,542500,3330.82953909,1000.0
15600,16.236486434936523,-0.000202178955078125,268,107160.9453125,546000,3330.4607600199997,1000.0
15700,16.31324005126953,-0.06709682941436768,268,0.0010835332795977592,549500,3330.4607600199997,1000.0
15800,16.420581817626953,-0.0005644559860229492,268,107255.703125,553000,3330.56238593,1000.0
15900,16.490629196166992,0.011667966842651367,268,0.003834167029708624,556500,3330.56238593,1000.0
16000,16.563026428222656,0.00022596120834350586,268,107116.75,560000,3330.6100416900003,1000.0
16100,16.6490421295166,-0.017630696296691895,268,0.0014318223111331463,563500,3330.6100416900003,1000.0
16200,16.777746200561523,1.9550323486328125e-05,268,106940.15625,567000,3330.7227904300007,1000.0
16300,16.854333877563477,-0.004888176918029785,268,0.01831086166203022,570500,3330.7227904300007,1000.0
16400,16.987337112426758,-2.9206275939941406e-05,268,106991.2109375,574000,3330.11293932,1000.0
16500,17.044801712036133,0.002668321132659912,268,0.0025508964899927378,577500,3330.11293932,1000.0
16600,17.105104446411133,0.00021785497665405273,268,106953.125,581000,3329.4815231100006,1000.0
16700,17.19860076904297,0.005116403102874756,268,0.010028134100139141,584500,3329.4815231100006,1000.0
16800,17.239471435546875,-0.00018298625946044922,268,106914.6328125,588000,3329.50560286,1000.0
16900,17.297170639038086,-0.005886197090148926,268,0.003104116301983595,591500,3329.50560286,1000.0
17000,17.39952850341797,-0.00021266937255859375,268,107258.0234375,595000,3328.8562710300007,1000.0
17100,17.452709197998047,0.0021755099296569824,268,0.09024038910865784,598500,3328.8562710300007,1000.0
17200,17.512123107910156,-0.0005090236663818359,268,107141.8984375,602000,3328.9106360099995,1000.0
17300,17.593778610229492,0.0035379528999328613,268,0.07038842141628265,605500,3328.9106360099995,1000.0
17400,17.670391082763672,-0.0001894235610961914,268,107132.1484375,609000,3328.5692462100005,1000.0
17500,17.742347717285156,0.004521310329437256,268,0.006175708957016468,612500,3328.5692462100005,1000.0
17600,17.843740463256836,-0.0004292726516723633,268,107302.7421875,616000,3328.4791538799996,1000.0
17700,17.906373977661133,0.0051947832107543945,269,0.0069094374775886536,619500,3328.4791538799996,1000.0
17800,18.009462356567383,-6.42538070678711e-05,268,107254.6953125,623000,3327.7377560899995,1000.0
17900,18.07002830505371,0.02374589443206787,269,0.006696528289467096,626500,3327.7377560899995,1000.0
18000,18.13393783569336,-0.0001817941665649414,269,107010.515625,630000,3326.2669232200005,1000.0
18100,18.194671630859375,-0.00918269157409668,269,0.002854896243661642,633500,3326.2669232200005,1000.0
18200,18.279760360717773,-0.00030624866485595703,269,107028.8671875,637000,3325.4084710099996,1000.0
18300,18.355754852294922,5.602836608886719e-06,269,0.27935802936553955,640500,3325.4084710099996,1000.0
18400,18.437992095947266,0.0005453824996948242,269,107050.8046875,644000,3325.12265831,1000.0
18500,18.45030403137207,0.014887869358062744,269,0.003950406331568956,647500,3325.12265831,1000.0
18600,18.517887115478516,-0.0005897283554077148,269,106762.4453125,651000,3323.8847242499996,1000.0
18700,18.62790870666504,0.0016598701477050781,269,0.20455050468444824,654500,3323.8847242499996,1000.0
18800,18.7056941986084,0.0002397298812866211,269,106593.2890625,658000,3323.8784941400004,1000.0
18900,18.778732299804688,0.015420019626617432,269,0.010435896925628185,661500,3323.8784941400004,1000.0
19000,18.85186004638672,-0.0001741647720336914,269,107015.953125,665000,3323.46000427,1000.0
19100,18.892053604125977,-0.0043222904205322266,269,0.0026909788139164448,668500,3323.46000427,1000.0
19200,18.992137908935547,-0.0001952648162841797,269,107255.9296875,672000,3323.2792428400003,1000.0
19300,19.02828598022461,-0.01690506935119629,269,0.040015120059251785,675500,3323.2792428400003,1000.0
19400,19.081802368164062,-0.0003644227981567383,269,106895.1328125,679000,3322.48923814,1000.0
19500,19.14685821533203,-0.006803393363952637,269,0.002646792447194457,682500,3322.48923814,1000.0
19600,19.194732666015625,0.0006201267242431641,269,106737.65625,686000,3322.01869043,1000.0
19700,19.24060821533203,-0.0018231868743896484,269,0.005075056105852127,689500,3322.01869043,1000.0
19800,19.30602264404297,0.0003434419631958008,269,106912.40625,693000,3321.0429143300007,1000.0
19900,19.3669490814209,0.02037590742111206,270,0.004183632787317038,696500,3321.0429143300007,1000.0
20000,19.45009994506836,0.00016176700592041016,269,107107.8203125,700000,3321.2538853300002,1000.0
20100,19.503917694091797,-0.006009221076965332,270,0.016440503299236298,703500,3321.2538853300002,1000.0
20200,19.59355926513672,0.00103837251663208,270,106861.5234375,707000,3320.64851225,1000.0
20300,19.619415283203125,6.467103958129883e-05,270,0.009669129736721516,710500,3320.64851225,1000.0
20400,19.6904354095459,-0.0001728534698486328,270,106957.6953125,714000,3319.55525768,1000.0
20500,19.736162185668945,-0.011411428451538086,270,0.06679970771074295,717500,3319.55525768,1000.0
20600,19.757667541503906,-0.0010696649551391602,270,106470.2421875,721000,3319.0703483099996,1000.0
20700,19.789627075195312,0.031044840812683105,270,0.05674586817622185,724500,3319.0703483099996,1000.0
20800,19.838668823242188,-0.00036978721618652344,270,106821.3046875,728000,3318.4767319199996,1000.0
20900,19.83409881591797,-0.04360067844390869,270,0.0035452558659017086,731500,3318.4767319199996,1000.0
21000,19.89120101928711,-0.00019729137420654297,270,106873.71875,735000,3318.31618944,1000.0
21100,19.931894302368164,-0.019904613494873047,270,0.0036894092336297035,738500,3318.31618944,1000.0
21200,20.015304565429688,0.00020045042037963867,270,106723.78125,742000,3317.78153475,1000.0
21300,20.092693328857422,-0.010277152061462402,270,0.11689630150794983,745500,3317.78153475,1000.0
21400,20.156904220581055,-0.0002599954605102539,270,106562.84375,749000,3317.2346130900005,1000.0
21500,20.208099365234375,0.06115591526031494,270,0.004285134375095367,752500,3317.2346130900005,1000.0
21600,20.25688934326172,0.0011284947395324707,270,106857.7578125,756000,3316.6618802,1000.0
21700,20.300138473510742,0.03641897439956665,271,0.005545924883335829,759500,3316.6618802,1000.0
21800,20.334922790527344,-0.00011515617370605469,270,106636.1875,763000,3315.852799709999,1000.0
21900,20.375001907348633,0.024186015129089355,270,0.003464419161900878,766500,3315.852799709999,1000.0
22000,20.407957077026367,-0.0003070831298828125,270,106898.0078125,770000,3315.2650858200004,1000.0
22100,20.467424392700195,-0.026957273483276367,271,0.0030273981392383575,773500,3315.2650858200004,1000.0
22200,20.53185272216797,-0.0002995729446411133,270,107018.2890625,777000,3315.5820461099997,1000.0
22300,20.58346939086914,-0.01605832576751709,271,0.005139998625963926,780500,3315.5820461099997,1000.0
22400,20.633848190307617,2.562999725341797e-06,270,106664.484375,784000,3314.3261709800004,1000.0
22500,20.693992614746094,0.008219659328460693,271,0.013788186013698578,787500,3314.3261709800004,1000.0
22600,20.759231567382812,0.00017195940017700195,270,106905.625,791000,3314.230041659999,1000.0
22700,20.85631561279297,0.03559267520904541,271,0.031142234802246094,794500,3314.230041659999,1000.0
22800,20.91115379333496,0.00019490718841552734,270,106997.2734375,798000,3314.128675239999,1000.0
22900,20.977872848510742,-0.009337782859802246,271,0.10604266077280045,801500,3314.128675239999,1000.0
23000,21.001972198486328,0.0005681514739990234,270,106923.84375,805000,3313.6364534,1000.0
23100,21.07586669921875,0.002903580665588379,271,0.4033225476741791,808500,3313.6364534,1000.0
23200,21.132312774658203,0.0005044341087341309,271,106996.515625,812000,3314.10076428,1000.0
23300,21.18608856201172,-0.011109590530395508,271,0.03384002670645714,815500,3314.10076428,1000.0
23400,21.265094757080078,-0.00010251998901367188,271,106766.9140625,819000,3314.6257210100007,1000.0
23500,21.29985809326172,0.026825547218322754,271,0.014957664534449577,822500,3314.6257210100007,1000.0
23600,21.35294532775879,0.00017374753952026367,271,107127.375,826000,3314.20707787,1000.0
23700,21.393400192260742,0.03951609134674072,271,0.015736360102891922,829500,3314.20707787,1000.0
23800,21.417470932006836,-0.0005130767822265625,271,106730.7421875,833000,3313.8135507600005,1000.0
23900,21.469058990478516,-0.21619272232055664,271,0.003179989755153656,836500,3313.8135507600005,1000.0
24000,21.52045440673828,0.0005859732627868652,271,106802.1484375,840000,3313.3048128500004,1000.0
24100,21.57822608947754,0.34342801570892334,271,0.05055391415953636,843500,3313.3048128500004,1000.0
24200,21.629487991333008,0.0008410811424255371,271,106522.1796875,847000,3313.3081318999994,1000.0
24300,21.667551040649414,-0.006992459297180176,271,0.021216681227087975,850500,3313.3081318999994,1000.0
24400,21.696147918701172,0.0005717277526855469,271,106771.046875,854000,3312.80988903,1000.0
24500,21.71599578857422,-0.05995798110961914,271,0.00441867858171463,857500,3312.80988903,1000.0
24600,21.765958786010742,0.0004171133041381836,271,107032.34375,861000,3312.9039345499996,1000.0
24700,21.772470474243164,-0.010082244873046875,271,1.0609749555587769,864500,3312.9039345499996,1000.0
24800,21.79680824279785,-0.03957343101501465,271,106438.9921875,868000,3313.03204192,1000.0
24900,21.829364776611328,0.05630093812942505,271,0.007873829454183578,871500,3313.03204192,1000.0
25000,21.898550033569336,5.412101745605469e-05,271,106743.65625,875000,3313.4848284,1000.0
25100,21.937047958374023,0.18695557117462158,272,0.14424444735050201,878500,3313.4848284,1000.0
25200,21.99026107788086,-0.0005164146423339844,271,106649.7109375,882000,3314.13065023,1000.0
25300,22.006357192993164,0.11860889196395874,272,0.001968010561540723,885500,3314.13065023,1000.0
25400,22.047698974609375,-4.112720489501953e-05,271,106434.1171875,889000,3314.3449869999995,1000.0
25500,22.089506149291992,-0.09114015102386475,272,0.026066279038786888,892500,3314.3449869999995,1000.0
25600,22.135711669921875,9.655952453613281e-06,272,106612.3359375,896000,3314.1869474599994,1000.0
25700,22.208505630493164,-0.035955071449279785,272,0.0061705391854047775,899500,3314.1869474599994,1000.0
25800,22.225357055664062,0.001003265380859375,272,106536.6171875,903000,3312.7895202900004,1000.0
25900,22.273569107055664,-0.027202129364013672,272,0.07816191762685776,906500,3312.7895202900004,1000.0
26000,22.28730010986328,0.0030393004417419434,272,106413.6953125,910000,3312.3653261599998,1000.0
26100,22.34530258178711,-0.014841198921203613,272,0.015491345897316933,913500,3312.3653261599998,1000.0
26200,22.411418914794922,-0.00019073486328125,272,106794.2578125,917000,3312.0513803999997,1000.0
26300,22.464603424072266,-0.0047512054443359375,272,0.007174544036388397,920500,3312.0513803999997,1000.0
26400,22.548032760620117,0.0018861889839172363,272,106697.5703125,924000,3312.59733541,1000.0
26500,22.578012466430664,0.004267632961273193,272,0.33555731177330017,927500,3312.59733541,1000.0
26600,22.631797790527344,0.0009145140647888184,272,106636.03125,931000,3313.3178122199997,1000.0
26700,22.657655715942383,0.32428592443466187,272,0.00396285206079483,934500,3313.3178122199997,1000.0
26800,22.7209529876709,-2.1457672119140625e-06,272,107013.6953125,938000,3314.1411738000006,1000.0
26900,22.7360782623291,-0.0433422327041626,272,0.002919027116149664,941500,3314.1411738000006,1000.0
27000,22.79344367980957,-0.0011533498764038086,272,107113.03125,945000,3314.2402260000003,1000.0
27100,22.807729721069336,0.6883891522884369,272,0.003767438931390643,948500,3314.2402260000003,1000.0
27200,22.827810287475586,-0.0002906322479248047,272,106830.5859375,952000,3315.1032903700007,1000.0
27300,22.882553100585938,0.009545564651489258,272,0.8568071722984314,955500,3315.1032903700007,1000.0
27400,22.942413330078125,0.00013577938079833984,272,106152.953125,959000,3315.1795477100004,1000.0
27500,22.991750717163086,0.350117564201355,272,0.0045977444387972355,962500,3315.1795477100004,1000.0
27600,23.066246032714844,-0.0010465383529663086,272,106728.7578125,966000,3315.7136182599993,1000.0
27700,23.106943130493164,0.26672202348709106,272,0.006276919972151518,969500,3315.7136182599993,1000.0
27800,23.165607452392578,-0.0006911754608154297,272,106721.2265625,973000,3315.592336880001,1000.0
27900,23.204797744750977,0.8158643841743469,272,0.017081134021282196,976500,3315.592336880001,1000.0
28000,23.227792739868164,0.00033158063888549805,272,106750.2734375,980000,3314.690557659999,1000.0
28100,23.24167251586914,0.01646047830581665,273,0.005949188023805618,983500,3314.690557659999,1000.0
28200,23.268667221069336,-0.0001785755157470703,272,106818.765625,987000,3314.9879613699995,1000.0
28300,23.323806762695312,0.016954123973846436,273,0.38424310088157654,990500,3314.9879613699995,1000.0
28400,23.336097717285156,-0.00021660327911376953,273,106555.015625,994000,3314.65519386,1000.0
28500,23.411151885986328,-0.03820919990539551,273,0.0027365791611373425,997500,3314.65519386,1000.0
