policy_entropy,nupdates,policy_loss,fps,total_timesteps,explained_variance,value_loss,ep_len_mean,ep_reward_mean
9.932570457458496,1,-0.17370635271072388,226,0,0.015192091464996338,277.2424621582031,,
10.184358596801758,100,-0.17999693751335144,272,13959,-0.41958916187286377,285.4500427246094,1000.0,227.2979372142857
10.199991226196289,200,-0.06943956017494202,270,28059,0.20619255304336548,500.4853210449219,1000.0,302.60626860714285
10.227910041809082,300,-0.061245352029800415,274,42159,0.0038364529609680176,522.2814331054688,1000.0,427.8437213095238
10.250993728637695,400,-0.002596341073513031,276,56259,0.05943441390991211,856.4749755859375,1000.0,504.69244812499994
10.267033576965332,500,0.016057513654232025,277,70359,0.0013725757598876953,1098.2093505859375,1000.0,594.2074431142858
10.298616409301758,600,0.07425617426633835,278,84459,0.00737154483795166,1318.282470703125,1000.0,678.9992406785715
10.306818962097168,700,-0.2666996717453003,279,98559,0.0970105528831482,1506.3587646484375,1000.0,748.5351010510204
10.306772232055664,800,0.165591299533844,279,112659,0.0007803440093994141,1664.2601318359375,1000.0,908.2608503
10.330537796020508,900,-0.4299186170101166,280,126759,5.960464477539063e-08,1759.0125732421875,1000.0,1083.0309333699997
10.338132858276367,1000,-0.405056357383728,280,140859,-6.723403930664062e-05,1838.765625,1000.0,1276.8779527
10.35789680480957,1100,-0.04882996529340744,281,154959,-2.8967857360839844e-05,1932.8203125,1000.0,1496.63458754
10.38627815246582,1200,-0.12494805455207825,282,169059,0.00028437376022338867,3203.392822265625,1000.0,1687.52164974
10.393766403198242,1300,-0.19787785410881042,283,183159,0.13020890951156616,2376.359130859375,1000.0,1857.39547089
10.398768424987793,1400,-0.16213379800319672,283,197259,0.15661680698394775,2697.88623046875,1000.0,2004.0990044499997
10.408658981323242,1500,-0.09783255308866501,284,211359,0.21849119663238525,2644.516845703125,1000.0,2182.1774041199997
10.411574363708496,1600,-0.07558237761259079,284,225459,0.11498790979385376,2482.58984375,1000.0,2369.57626781
10.422551155090332,1700,-0.10194767266511917,285,239559,0.02848261594772339,3047.053466796875,1000.0,2595.7381503699994
10.422891616821289,1800,-0.0019896700978279114,285,253659,0.21848255395889282,3499.888916015625,1000.0,2841.1703405900003
