clipfrac,approxkl,serial_timesteps,explained_variance,value_loss,policy_loss,time_elapsed,n_updates,fps,policy_entropy,total_timesteps,ep_len_mean,ep_reward_mean
0.5957031,0.19906056,4608,-0.12611687183380127,0.016265608,-0.05235844,92.78824019432068,144,278,15.570742,18432,500.0,846.0475805000001
0.60546875,0.3511257,4640,0.08846670389175415,0.024640406,-0.060681053,93.24835968017578,145,293,15.605492,18560,500.0,846.0475805000001
0.5625,0.19473429,4672,0.08295249938964844,0.027992405,-0.049611647,93.68511390686035,146,287,15.669915,18688,500.0,846.0475805000001
0.53125,0.16597445,4704,0.1111634373664856,0.011852489,-0.05894273,94.13164901733398,147,266,15.659113,18816,500.0,846.0475805000001
0.62890625,0.25021994,4736,-0.13711822032928467,0.023104334,-0.055567272,94.61313533782959,148,353,15.551524,18944,500.0,846.0475805000001
0.546875,0.17253365,4768,0.2768368721008301,0.0172235,-0.039861962,94.97640800476074,149,305,15.609761,19072,500.0,846.0475805000001
0.47265625,0.20940839,4800,0.14100617170333862,0.088033736,-0.051062044,95.39689636230469,150,293,15.695545,19200,500.0,846.0475805000001
0.5703125,0.30123726,4832,0.2814887762069702,0.015301769,-0.032778952,95.83394002914429,151,283,15.804932,19328,500.0,846.0475805000001
0.6347656,0.3407529,4864,0.390985906124115,0.029040193,-0.03300082,96.28718066215515,152,312,15.739799,19456,500.0,846.0475805000001
0.5878906,0.22545853,4896,0.16147983074188232,0.013175789,-0.0534266,96.69695377349854,153,305,15.678752,19584,500.0,846.0475805000001
0.5917969,0.21113269,4928,-0.41284072399139404,0.01356921,-0.057243127,97.11721277236938,154,326,15.617421,19712,500.0,846.0475805000001
0.59765625,0.20866443,4960,0.15155470371246338,0.036734663,-0.045659825,97.51026773452759,155,294,15.606005,19840,500.0,846.0475805000001
0.578125,0.20702834,4992,0.3682861328125,0.030867899,-0.045204975,97.94535112380981,156,358,15.529204,19968,500.0,846.0475805000001
0.5410156,0.12717752,5024,-0.07621920108795166,0.6649381,-0.033782277,98.3025438785553,157,33,15.677036,20096,500.0,892.7904086000001
0.5332031,0.27263975,5056,0.203502357006073,0.036355175,-0.05411623,102.0842113494873,158,290,15.719211,20224,500.0,892.7904086000001
0.640625,0.2971228,5088,-0.2563624382019043,0.024956679,-0.056313943,102.52582550048828,159,356,15.674938,20352,500.0,892.7904086000001
0.62109375,0.2862952,5120,-0.19021737575531006,0.024897832,-0.05828798,102.8854329586029,160,270,15.585718,20480,500.0,892.7904086000001
0.59765625,0.27811784,5152,-0.2566908597946167,0.0096853655,-0.027465947,103.35927152633667,161,294,15.468725,20608,500.0,892.7904086000001
0.6269531,0.23338464,5184,0.05340200662612915,0.01856179,-0.036438726,103.79393577575684,162,311,15.468145,20736,500.0,892.7904086000001
0.6328125,0.32043746,5216,0.8136178553104401,0.013920432,-0.020557303,104.20559668540955,163,305,15.482662,20864,500.0,892.7904086000001
0.64453125,0.2919796,5248,-0.3810919523239136,0.024217013,-0.017042946,104.62503433227539,164,324,15.56862,20992,500.0,892.7904086000001
0.5625,0.271167,5280,-0.29881513118743896,0.013780018,-0.008795179,105.02063059806824,165,292,15.6928425,21120,500.0,892.7904086000001
0.6015625,0.2512598,5312,-0.4705636501312256,0.00944546,-0.036755376,105.45830917358398,166,372,15.666355,21248,500.0,892.7904086000001
0.58203125,0.32721287,5344,0.35633134841918945,0.030347724,-0.026687518,105.80245804786682,167,368,15.561246,21376,500.0,892.7904086000001
0.5859375,0.29946667,5376,-0.23655664920806885,0.010245087,-0.01922428,106.15005016326904,168,309,15.535425,21504,500.0,892.7904086000001
0.59375,0.23061883,5408,-0.4308583736419678,0.006967401,-0.026368145,106.56364393234253,169,354,15.548793,21632,500.0,892.7904086000001
0.5019531,0.1556128,5440,-0.31462085247039795,0.006229936,-0.050490636,106.9251024723053,170,335,15.647684,21760,500.0,892.7904086000001
0.57421875,0.21335387,5472,-0.2648051977157593,0.021362118,-0.026467253,107.30783748626709,171,341,15.554995,21888,500.0,892.7904086000001
0.5292969,0.15853454,5504,-0.09971857070922852,1.4854803,-0.043244615,107.68434143066406,172,35,15.482533,22016,500.0,946.1619241136362
0.5292969,0.15416427,5536,-5.856100559234619,0.04162365,-0.04741347,111.30930876731873,173,314,15.565282,22144,500.0,946.1619241136362
0.60546875,0.40400252,5568,-2.3627266883850098,0.032170434,-0.043208845,111.7173523902893,174,373,15.4788475,22272,500.0,946.1619241136362
0.5390625,0.2508416,5600,-0.3113631010055542,0.017320419,-0.04646993,112.06048393249512,175,316,15.475237,22400,500.0,946.1619241136362
0.6171875,0.44463393,5632,-0.4676475524902344,0.008605664,-0.043237437,112.46631336212158,176,310,15.419639,22528,500.0,946.1619241136362
0.55078125,0.49207512,5664,-0.20015251636505127,0.014514038,-0.026954865,112.87899971008301,177,296,15.519666,22656,500.0,946.1619241136362
0.59765625,0.4847213,5696,-0.07071864604949951,0.012571472,-0.07321138,113.31086230278015,178,358,15.486329,22784,500.0,946.1619241136362
0.62890625,0.30369642,5728,0.5011372566223145,0.017282238,-0.020729825,113.6688883304596,179,368,15.68511,22912,500.0,946.1619241136362
0.5917969,0.40359712,5760,0.7118409872055054,0.028509539,-0.04678669,114.016930103302,180,303,15.87166,23040,500.0,946.1619241136362
0.5527344,0.20359074,5792,0.8239936828613281,0.032717694,-0.04419546,114.43884348869324,181,282,15.842341,23168,500.0,946.1619241136362
0.5917969,0.2596869,5824,0.8563759475946426,0.0192878,-0.045873985,114.89298844337463,182,320,15.826371,23296,500.0,946.1619241136362
0.546875,0.258138,5856,0.5456245839595795,0.069455154,-0.051935017,115.29400658607483,183,269,15.829617,23424,500.0,946.1619241136362
0.5722656,0.28781828,5888,-0.17721915245056152,0.07082027,-0.047144357,115.77068734169006,184,327,15.785676,23552,500.0,946.1619241136362
0.6347656,0.43365875,5920,0.252632200717926,0.050678186,-0.04820564,116.1616837978363,185,277,15.743164,23680,500.0,946.1619241136362
0.6152344,0.27283338,5952,0.08277982473373413,0.021953423,-0.059726004,116.6227548122406,186,307,15.710558,23808,500.0,946.1619241136362
0.5234375,0.20681363,5984,0.5577221810817719,0.025806246,-0.032469396,117.03995370864868,187,318,15.742819,23936,500.0,946.1619241136362
0.5292969,0.2027804,6016,-0.014917969703674316,0.45096982,-0.062173516,117.44340705871582,188,32,15.789632,24064,500.0,941.6169426875
0.5839844,0.23023626,6048,0.5588093400001526,0.035562057,-0.019424118,121.35950064659119,189,320,15.948712,24192,500.0,941.6169426875
0.640625,0.35114145,6080,0.7336858510971069,0.027232861,-0.039614577,121.75885391235352,190,319,16.159782,24320,500.0,941.6169426875
0.55859375,0.4335042,6112,0.346569299697876,0.048452497,-0.0574813,122.15986704826355,191,357,16.132154,24448,500.0,941.6169426875
0.5800781,0.33204722,6144,0.15481430292129517,0.064493135,-0.05544009,122.51889610290527,192,317,15.95595,24576,500.0,941.6169426875
0.62890625,0.30354333,6176,0.10290217399597168,0.036017243,-0.08241835,122.92323517799377,193,362,15.868413,24704,500.0,941.6169426875
0.625,0.28959394,6208,0.00946187973022461,0.0274231,-0.06724196,123.27688145637512,194,280,15.861552,24832,500.0,941.6169426875
0.51953125,0.25705528,6240,0.4023122191429138,0.01636875,-0.06396544,123.7340795993805,195,340,15.858183,24960,500.0,941.6169426875
0.62890625,0.39820993,6272,0.2776499390602112,0.02795338,-0.07104841,124.11127090454102,196,337,15.941074,25088,500.0,941.6169426875
0.6035156,0.6974525,6304,-0.912028431892395,0.033829592,-0.04164665,124.49063491821289,197,292,16.048256,25216,500.0,941.6169426875
0.62109375,0.28835276,6336,0.47867023944854736,0.016295673,-0.054611858,124.9281554222107,198,302,16.240044,25344,500.0,941.6169426875
0.5839844,0.2795902,6368,0.12250357866287231,0.018197842,-0.052008122,125.35131502151489,199,297,16.368362,25472,500.0,941.6169426875
0.5917969,0.28305718,6400,0.441153883934021,0.03376006,-0.079382375,125.782719373703,200,314,16.39396,25600,500.0,941.6169426875
0.58203125,0.26090974,6432,0.619709849357605,0.04724051,-0.043290347,126.1908791065216,201,355,16.474192,25728,500.0,941.6169426875
0.5996094,0.23137853,6464,-0.10865604877471924,0.044031605,-0.043832004,126.5520932674408,202,344,16.62028,25856,500.0,941.6169426875
0.5605469,0.28978714,6496,-0.2630530595779419,0.027117575,-0.056317504,126.9246621131897,203,269,16.756355,25984,500.0,941.6169426875
